#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  5398   0.626994E-01  -0.896573E-03   0.222794E-07  -0.896573E-03   0.171784E-02   0.499993E-10   0.222794E-07   0.499993E-10   0.441942E-09
  5399   0.624975E-01  -0.887430E-03   0.222629E-07  -0.887430E-03   0.171373E-02   0.502032E-10   0.222629E-07   0.502032E-10   0.441812E-09
  5400   0.622970E-01  -0.878382E-03   0.222463E-07  -0.878382E-03   0.170961E-02   0.504057E-10   0.222463E-07   0.504057E-10   0.441682E-09
  5401   0.621171E-01  -0.880969E-03   0.222298E-07  -0.880969E-03   0.170645E-02   0.506069E-10   0.222298E-07   0.506069E-10   0.441552E-09
  5402   0.619378E-01  -0.883531E-03   0.222134E-07  -0.883531E-03   0.170329E-02   0.508067E-10   0.222134E-07   0.508067E-10   0.441422E-09
  5403   0.617591E-01  -0.886068E-03   0.221969E-07  -0.886068E-03   0.170014E-02   0.510052E-10   0.221969E-07   0.510052E-10   0.441293E-09
  5404   0.615809E-01  -0.888580E-03   0.221805E-07  -0.888580E-03   0.169699E-02   0.512023E-10   0.221805E-07   0.512023E-10   0.441163E-09
  5405   0.614033E-01  -0.891067E-03   0.221641E-07  -0.891067E-03   0.169384E-02   0.513980E-10   0.221641E-07   0.513980E-10   0.441033E-09
  5406   0.612262E-01  -0.893529E-03   0.221478E-07  -0.893529E-03   0.169069E-02   0.515925E-10   0.221478E-07   0.515925E-10   0.440904E-09
  5407   0.610497E-01  -0.895967E-03   0.221314E-07  -0.895967E-03   0.168755E-02   0.517856E-10   0.221314E-07   0.517856E-10   0.440775E-09
  5408   0.608737E-01  -0.898380E-03   0.221152E-07  -0.898380E-03   0.168441E-02   0.519773E-10   0.221152E-07   0.519773E-10   0.440645E-09
  5409   0.606983E-01  -0.900768E-03   0.220989E-07  -0.900768E-03   0.168127E-02   0.521677E-10   0.220989E-07   0.521677E-10   0.440516E-09
  5410   0.605234E-01  -0.903132E-03   0.220826E-07  -0.903132E-03   0.167813E-02   0.523568E-10   0.220826E-07   0.523568E-10   0.440387E-09
  5411   0.603491E-01  -0.905471E-03   0.220664E-07  -0.905471E-03   0.167499E-02   0.525445E-10   0.220664E-07   0.525445E-10   0.440257E-09
  5412   0.601754E-01  -0.907786E-03   0.220503E-07  -0.907786E-03   0.167186E-02   0.527309E-10   0.220503E-07   0.527309E-10   0.440128E-09
  5413   0.600022E-01  -0.910076E-03   0.220341E-07  -0.910076E-03   0.166872E-02   0.529160E-10   0.220341E-07   0.529160E-10   0.439999E-09
  5414   0.598295E-01  -0.912343E-03   0.220180E-07  -0.912343E-03   0.166560E-02   0.530998E-10   0.220180E-07   0.530998E-10   0.439870E-09
  5415   0.596574E-01  -0.914584E-03   0.220019E-07  -0.914584E-03   0.166247E-02   0.532822E-10   0.220019E-07   0.532822E-10   0.439741E-09
  5416   0.594858E-01  -0.916802E-03   0.219858E-07  -0.916802E-03   0.165934E-02   0.534634E-10   0.219858E-07   0.534634E-10   0.439612E-09
  5417   0.593148E-01  -0.918995E-03   0.219698E-07  -0.918995E-03   0.165622E-02   0.536432E-10   0.219698E-07   0.536432E-10   0.439484E-09
  5418   0.591443E-01  -0.921165E-03   0.219538E-07  -0.921165E-03   0.165310E-02   0.538217E-10   0.219538E-07   0.538217E-10   0.439355E-09
  5419   0.589744E-01  -0.923310E-03   0.219378E-07  -0.923310E-03   0.164998E-02   0.539989E-10   0.219378E-07   0.539989E-10   0.439226E-09
  5420   0.588050E-01  -0.925431E-03   0.219218E-07  -0.925431E-03   0.164686E-02   0.541748E-10   0.219218E-07   0.541748E-10   0.439098E-09
  5421   0.586362E-01  -0.927528E-03   0.219059E-07  -0.927528E-03   0.164375E-02   0.543494E-10   0.219059E-07   0.543494E-10   0.438969E-09
  5422   0.584678E-01  -0.929602E-03   0.218900E-07  -0.929602E-03   0.164064E-02   0.545226E-10   0.218900E-07   0.545226E-10   0.438840E-09
  5423   0.583001E-01  -0.931651E-03   0.218741E-07  -0.931651E-03   0.163753E-02   0.546946E-10   0.218741E-07   0.546946E-10   0.438712E-09
  5424   0.581329E-01  -0.933677E-03   0.218583E-07  -0.933677E-03   0.163442E-02   0.548653E-10   0.218583E-07   0.548653E-10   0.438584E-09
  5425   0.579662E-01  -0.935679E-03   0.218425E-07  -0.935679E-03   0.163131E-02   0.550347E-10   0.218425E-07   0.550347E-10   0.438455E-09
  5426   0.578000E-01  -0.937658E-03   0.218267E-07  -0.937658E-03   0.162821E-02   0.552029E-10   0.218267E-07   0.552029E-10   0.438327E-09
  5427   0.576344E-01  -0.939612E-03   0.218109E-07  -0.939612E-03   0.162511E-02   0.553697E-10   0.218109E-07   0.553697E-10   0.438199E-09
  5428   0.574693E-01  -0.941544E-03   0.217952E-07  -0.941544E-03   0.162201E-02   0.555352E-10   0.217952E-07   0.555352E-10   0.438071E-09
  5429   0.573048E-01  -0.943451E-03   0.217795E-07  -0.943451E-03   0.161891E-02   0.556995E-10   0.217795E-07   0.556995E-10   0.437942E-09
  5430   0.571408E-01  -0.945336E-03   0.217638E-07  -0.945336E-03   0.161582E-02   0.558625E-10   0.217638E-07   0.558625E-10   0.437814E-09
  5431   0.569773E-01  -0.947197E-03   0.217481E-07  -0.947197E-03   0.161273E-02   0.560242E-10   0.217481E-07   0.560242E-10   0.437686E-09
  5432   0.568143E-01  -0.949034E-03   0.217325E-07  -0.949034E-03   0.160964E-02   0.561846E-10   0.217325E-07   0.561846E-10   0.437559E-09
  5433   0.566519E-01  -0.950849E-03   0.217169E-07  -0.950849E-03   0.160655E-02   0.563438E-10   0.217169E-07   0.563438E-10   0.437431E-09
  5434   0.564900E-01  -0.952640E-03   0.217014E-07  -0.952640E-03   0.160346E-02   0.565017E-10   0.217014E-07   0.565017E-10   0.437303E-09
  5435   0.563287E-01  -0.954408E-03   0.216858E-07  -0.954408E-03   0.160038E-02   0.566584E-10   0.216858E-07   0.566584E-10   0.437175E-09
  5436   0.561678E-01  -0.956153E-03   0.216703E-07  -0.956153E-03   0.159730E-02   0.568137E-10   0.216703E-07   0.568137E-10   0.437048E-09
  5437   0.560075E-01  -0.957874E-03   0.216548E-07  -0.957874E-03   0.159422E-02   0.569679E-10   0.216548E-07   0.569679E-10   0.436920E-09
  5438   0.558477E-01  -0.959573E-03   0.216394E-07  -0.959573E-03   0.159114E-02   0.571207E-10   0.216394E-07   0.571207E-10   0.436792E-09
  5439   0.556885E-01  -0.961249E-03   0.216239E-07  -0.961249E-03   0.158807E-02   0.572723E-10   0.216239E-07   0.572723E-10   0.436665E-09
  5440   0.555298E-01  -0.962902E-03   0.216085E-07  -0.962902E-03   0.158500E-02   0.574227E-10   0.216085E-07   0.574227E-10   0.436537E-09
  5441   0.553716E-01  -0.964532E-03   0.215932E-07  -0.964532E-03   0.158193E-02   0.575718E-10   0.215932E-07   0.575718E-10   0.436410E-09
  5442   0.552139E-01  -0.966140E-03   0.215778E-07  -0.966140E-03   0.157886E-02   0.577197E-10   0.215778E-07   0.577197E-10   0.436283E-09
  5443   0.550567E-01  -0.967724E-03   0.215625E-07  -0.967724E-03   0.157579E-02   0.578663E-10   0.215625E-07   0.578663E-10   0.436155E-09
  5444   0.549001E-01  -0.969286E-03   0.215472E-07  -0.969286E-03   0.157273E-02   0.580117E-10   0.215472E-07   0.580117E-10   0.436028E-09
  5445   0.547439E-01  -0.970826E-03   0.215319E-07  -0.970826E-03   0.156967E-02   0.581559E-10   0.215319E-07   0.581559E-10   0.435901E-09
  5446   0.545883E-01  -0.972343E-03   0.215167E-07  -0.972343E-03   0.156661E-02   0.582988E-10   0.215167E-07   0.582988E-10   0.435774E-09
  5447   0.544332E-01  -0.973837E-03   0.215015E-07  -0.973837E-03   0.156356E-02   0.584405E-10   0.215015E-07   0.584405E-10   0.435647E-09
  5448   0.542787E-01  -0.975309E-03   0.214863E-07  -0.975309E-03   0.156050E-02   0.585809E-10   0.214863E-07   0.585809E-10   0.435520E-09
  5449   0.541246E-01  -0.976759E-03   0.214712E-07  -0.976759E-03   0.155745E-02   0.587202E-10   0.214712E-07   0.587202E-10   0.435393E-09
  5450   0.539711E-01  -0.978186E-03   0.214560E-07  -0.978186E-03   0.155440E-02   0.588582E-10   0.214560E-07   0.588582E-10   0.435266E-09
  5451   0.538180E-01  -0.979591E-03   0.214409E-07  -0.979591E-03   0.155135E-02   0.589950E-10   0.214409E-07   0.589950E-10   0.435140E-09
  5452   0.536655E-01  -0.980974E-03   0.214258E-07  -0.980974E-03   0.154831E-02   0.591306E-10   0.214258E-07   0.591306E-10   0.435013E-09
  5453   0.535135E-01  -0.982335E-03   0.214108E-07  -0.982335E-03   0.154527E-02   0.592649E-10   0.214108E-07   0.592649E-10   0.434886E-09
  5454   0.533620E-01  -0.983673E-03   0.213958E-07  -0.983673E-03   0.154223E-02   0.593981E-10   0.213958E-07   0.593981E-10   0.434760E-09
  5455   0.532110E-01  -0.984990E-03   0.213808E-07  -0.984990E-03   0.153919E-02   0.595300E-10   0.213808E-07   0.595300E-10   0.434633E-09
  5456   0.530605E-01  -0.986284E-03   0.213658E-07  -0.986284E-03   0.153615E-02   0.596608E-10   0.213658E-07   0.596608E-10   0.434507E-09
  5457   0.529106E-01  -0.987557E-03   0.213509E-07  -0.987557E-03   0.153312E-02   0.597903E-10   0.213509E-07   0.597903E-10   0.434380E-09
  5458   0.527611E-01  -0.988808E-03   0.213360E-07  -0.988808E-03   0.153009E-02   0.599186E-10   0.213360E-07   0.599186E-10   0.434254E-09
  5459   0.526121E-01  -0.990037E-03   0.213211E-07  -0.990037E-03   0.152706E-02   0.600458E-10   0.213211E-07   0.600458E-10   0.434128E-09
  5460   0.524637E-01  -0.991244E-03   0.213062E-07  -0.991244E-03   0.152403E-02   0.601717E-10   0.213062E-07   0.601717E-10   0.434001E-09
  5461   0.523157E-01  -0.992429E-03   0.212914E-07  -0.992429E-03   0.152101E-02   0.602965E-10   0.212914E-07   0.602965E-10   0.433875E-09
  5462   0.521683E-01  -0.993593E-03   0.212766E-07  -0.993593E-03   0.151799E-02   0.604201E-10   0.212766E-07   0.604201E-10   0.433749E-09
  5463   0.520214E-01  -0.994736E-03   0.212618E-07  -0.994736E-03   0.151497E-02   0.605424E-10   0.212618E-07   0.605424E-10   0.433623E-09
  5464   0.518749E-01  -0.995856E-03   0.212470E-07  -0.995856E-03   0.151195E-02   0.606636E-10   0.212470E-07   0.606636E-10   0.433497E-09
  5465   0.517290E-01  -0.996956E-03   0.212323E-07  -0.996956E-03   0.150893E-02   0.607836E-10   0.212323E-07   0.607836E-10   0.433371E-09
  5466   0.515835E-01  -0.998033E-03   0.212176E-07  -0.998033E-03   0.150592E-02   0.609025E-10   0.212176E-07   0.609025E-10   0.433245E-09
  5467   0.514386E-01  -0.999090E-03   0.212029E-07  -0.999090E-03   0.150291E-02   0.610201E-10   0.212029E-07   0.610201E-10   0.433119E-09
  5468   0.512941E-01  -0.100013E-02   0.211883E-07  -0.100013E-02   0.149990E-02   0.611366E-10   0.211883E-07   0.611366E-10   0.432993E-09
  5469   0.511502E-01  -0.100114E-02   0.211736E-07  -0.100114E-02   0.149690E-02   0.612520E-10   0.211736E-07   0.612520E-10   0.432868E-09
  5470   0.510067E-01  -0.100213E-02   0.211590E-07  -0.100213E-02   0.149389E-02   0.613661E-10   0.211590E-07   0.613661E-10   0.432742E-09
  5471   0.508638E-01  -0.100310E-02   0.211445E-07  -0.100310E-02   0.149089E-02   0.614791E-10   0.211445E-07   0.614791E-10   0.432616E-09
  5472   0.507213E-01  -0.100405E-02   0.211299E-07  -0.100405E-02   0.148789E-02   0.615909E-10   0.211299E-07   0.615909E-10   0.432491E-09
  5473   0.505793E-01  -0.100498E-02   0.211154E-07  -0.100498E-02   0.148490E-02   0.617016E-10   0.211154E-07   0.617016E-10   0.432365E-09
  5474   0.504378E-01  -0.100589E-02   0.211009E-07  -0.100589E-02   0.148190E-02   0.618111E-10   0.211009E-07   0.618111E-10   0.432240E-09
  5475   0.502968E-01  -0.100678E-02   0.210865E-07  -0.100678E-02   0.147891E-02   0.619195E-10   0.210865E-07   0.619195E-10   0.432115E-09
  5476   0.501563E-01  -0.100765E-02   0.210720E-07  -0.100765E-02   0.147592E-02   0.620267E-10   0.210720E-07   0.620267E-10   0.431989E-09
  5477   0.500163E-01  -0.100849E-02   0.210576E-07  -0.100849E-02   0.147293E-02   0.621328E-10   0.210576E-07   0.621328E-10   0.431864E-09
  5478   0.498768E-01  -0.100932E-02   0.210432E-07  -0.100932E-02   0.146995E-02   0.622377E-10   0.210432E-07   0.622377E-10   0.431739E-09
  5479   0.497378E-01  -0.101012E-02   0.210288E-07  -0.101012E-02   0.146697E-02   0.623414E-10   0.210288E-07   0.623414E-10   0.431614E-09
  5480   0.495992E-01  -0.101091E-02   0.210145E-07  -0.101091E-02   0.146399E-02   0.624441E-10   0.210145E-07   0.624441E-10   0.431489E-09
  5481   0.494611E-01  -0.101167E-02   0.210002E-07  -0.101167E-02   0.146101E-02   0.625456E-10   0.210002E-07   0.625456E-10   0.431364E-09
  5482   0.493236E-01  -0.101241E-02   0.209859E-07  -0.101241E-02   0.145803E-02   0.626460E-10   0.209859E-07   0.626460E-10   0.431239E-09
  5483   0.491864E-01  -0.101313E-02   0.209717E-07  -0.101313E-02   0.145506E-02   0.627452E-10   0.209717E-07   0.627452E-10   0.431114E-09
  5484   0.490498E-01  -0.101384E-02   0.209574E-07  -0.101384E-02   0.145209E-02   0.628433E-10   0.209574E-07   0.628433E-10   0.430989E-09
  5485   0.489137E-01  -0.101452E-02   0.209432E-07  -0.101452E-02   0.144912E-02   0.629403E-10   0.209432E-07   0.629403E-10   0.430864E-09
  5486   0.487780E-01  -0.101518E-02   0.209290E-07  -0.101518E-02   0.144616E-02   0.630362E-10   0.209290E-07   0.630362E-10   0.430740E-09
  5487   0.486429E-01  -0.101582E-02   0.209149E-07  -0.101582E-02   0.144319E-02   0.631309E-10   0.209149E-07   0.631309E-10   0.430615E-09
  5488   0.485082E-01  -0.101644E-02   0.209007E-07  -0.101644E-02   0.144023E-02   0.632245E-10   0.209007E-07   0.632245E-10   0.430490E-09
  5489   0.483739E-01  -0.101704E-02   0.208866E-07  -0.101704E-02   0.143727E-02   0.633171E-10   0.208866E-07   0.633171E-10   0.430366E-09
  5490   0.482402E-01  -0.101762E-02   0.208725E-07  -0.101762E-02   0.143432E-02   0.634085E-10   0.208725E-07   0.634085E-10   0.430241E-09
  5491   0.481069E-01  -0.101818E-02   0.208585E-07  -0.101818E-02   0.143136E-02   0.634987E-10   0.208585E-07   0.634987E-10   0.430117E-09
  5492   0.479741E-01  -0.101872E-02   0.208445E-07  -0.101872E-02   0.142841E-02   0.635879E-10   0.208445E-07   0.635879E-10   0.429992E-09
  5493   0.478418E-01  -0.101924E-02   0.208305E-07  -0.101924E-02   0.142546E-02   0.636760E-10   0.208305E-07   0.636760E-10   0.429868E-09
  5494   0.477099E-01  -0.101974E-02   0.208165E-07  -0.101974E-02   0.142252E-02   0.637630E-10   0.208165E-07   0.637630E-10   0.429744E-09
  5495   0.475786E-01  -0.102022E-02   0.208025E-07  -0.102022E-02   0.141957E-02   0.638489E-10   0.208025E-07   0.638489E-10   0.429620E-09
  5496   0.474477E-01  -0.102069E-02   0.207886E-07  -0.102069E-02   0.141663E-02   0.639337E-10   0.207886E-07   0.639337E-10   0.429496E-09
  5497   0.473172E-01  -0.102113E-02   0.207747E-07  -0.102113E-02   0.141369E-02   0.640174E-10   0.207747E-07   0.640174E-10   0.429372E-09
  5498   0.471872E-01  -0.102155E-02   0.207608E-07  -0.102155E-02   0.141075E-02   0.641000E-10   0.207608E-07   0.641000E-10   0.429247E-09
  5499   0.470577E-01  -0.102195E-02   0.207470E-07  -0.102195E-02   0.140782E-02   0.641815E-10   0.207470E-07   0.641815E-10   0.429124E-09
  5500   0.469287E-01  -0.102234E-02   0.207331E-07  -0.102234E-02   0.140489E-02   0.642620E-10   0.207331E-07   0.642620E-10   0.429000E-09
  5501   0.468001E-01  -0.102270E-02   0.207193E-07  -0.102270E-02   0.140196E-02   0.643413E-10   0.207193E-07   0.643413E-10   0.428876E-09
  5502   0.466720E-01  -0.102304E-02   0.207056E-07  -0.102304E-02   0.139903E-02   0.644196E-10   0.207056E-07   0.644196E-10   0.428752E-09
  5503   0.465444E-01  -0.102337E-02   0.206918E-07  -0.102337E-02   0.139611E-02   0.644968E-10   0.206918E-07   0.644968E-10   0.428628E-09
  5504   0.464172E-01  -0.102367E-02   0.206781E-07  -0.102367E-02   0.139318E-02   0.645730E-10   0.206781E-07   0.645730E-10   0.428505E-09
  5505   0.462905E-01  -0.102396E-02   0.206644E-07  -0.102396E-02   0.139026E-02   0.646481E-10   0.206644E-07   0.646481E-10   0.428381E-09
  5506   0.461642E-01  -0.102423E-02   0.206507E-07  -0.102423E-02   0.138734E-02   0.647221E-10   0.206507E-07   0.647221E-10   0.428257E-09
  5507   0.460385E-01  -0.102447E-02   0.206370E-07  -0.102447E-02   0.138443E-02   0.647950E-10   0.206370E-07   0.647950E-10   0.428134E-09
  5508   0.459131E-01  -0.102470E-02   0.206234E-07  -0.102470E-02   0.138152E-02   0.648669E-10   0.206234E-07   0.648669E-10   0.428010E-09
  5509   0.457882E-01  -0.102491E-02   0.206098E-07  -0.102491E-02   0.137861E-02   0.649377E-10   0.206098E-07   0.649377E-10   0.427887E-09
  5510   0.456638E-01  -0.102510E-02   0.205962E-07  -0.102510E-02   0.137570E-02   0.650075E-10   0.205962E-07   0.650075E-10   0.427764E-09
  5511   0.455399E-01  -0.102528E-02   0.205827E-07  -0.102528E-02   0.137279E-02   0.650762E-10   0.205827E-07   0.650762E-10   0.427641E-09
  5512   0.454164E-01  -0.102543E-02   0.205691E-07  -0.102543E-02   0.136989E-02   0.651438E-10   0.205691E-07   0.651438E-10   0.427517E-09
  5513   0.452933E-01  -0.102556E-02   0.205556E-07  -0.102556E-02   0.136699E-02   0.652104E-10   0.205556E-07   0.652104E-10   0.427394E-09
  5514   0.451707E-01  -0.102568E-02   0.205422E-07  -0.102568E-02   0.136409E-02   0.652760E-10   0.205422E-07   0.652760E-10   0.427271E-09
  5515   0.450486E-01  -0.102578E-02   0.205287E-07  -0.102578E-02   0.136119E-02   0.653405E-10   0.205287E-07   0.653405E-10   0.427148E-09
  5516   0.449269E-01  -0.102585E-02   0.205153E-07  -0.102585E-02   0.135830E-02   0.654040E-10   0.205153E-07   0.654040E-10   0.427025E-09
  5517   0.448056E-01  -0.102591E-02   0.205019E-07  -0.102591E-02   0.135541E-02   0.654665E-10   0.205019E-07   0.654665E-10   0.426902E-09
  5518   0.446848E-01  -0.102595E-02   0.204885E-07  -0.102595E-02   0.135252E-02   0.655279E-10   0.204885E-07   0.655279E-10   0.426779E-09
  5519   0.445645E-01  -0.102598E-02   0.204751E-07  -0.102598E-02   0.134964E-02   0.655883E-10   0.204751E-07   0.655883E-10   0.426656E-09
  5520   0.444446E-01  -0.102598E-02   0.204618E-07  -0.102598E-02   0.134675E-02   0.656476E-10   0.204618E-07   0.656476E-10   0.426534E-09
  5521   0.443252E-01  -0.102597E-02   0.204485E-07  -0.102597E-02   0.134387E-02   0.657060E-10   0.204485E-07   0.657060E-10   0.426411E-09
  5522   0.442062E-01  -0.102594E-02   0.204352E-07  -0.102594E-02   0.134099E-02   0.657633E-10   0.204352E-07   0.657633E-10   0.426288E-09
  5523   0.440876E-01  -0.102588E-02   0.204219E-07  -0.102588E-02   0.133812E-02   0.658196E-10   0.204219E-07   0.658196E-10   0.426166E-09
  5524   0.439695E-01  -0.102582E-02   0.204087E-07  -0.102582E-02   0.133524E-02   0.658749E-10   0.204087E-07   0.658749E-10   0.426043E-09
  5525   0.438518E-01  -0.102573E-02   0.203955E-07  -0.102573E-02   0.133237E-02   0.659291E-10   0.203955E-07   0.659291E-10   0.425921E-09
  5526   0.437346E-01  -0.102562E-02   0.203823E-07  -0.102562E-02   0.132950E-02   0.659824E-10   0.203823E-07   0.659824E-10   0.425798E-09
  5527   0.436178E-01  -0.102550E-02   0.203691E-07  -0.102550E-02   0.132664E-02   0.660346E-10   0.203691E-07   0.660346E-10   0.425676E-09
  5528   0.435015E-01  -0.102536E-02   0.203560E-07  -0.102536E-02   0.132377E-02   0.660859E-10   0.203560E-07   0.660859E-10   0.425554E-09
  5529   0.433856E-01  -0.102520E-02   0.203429E-07  -0.102520E-02   0.132091E-02   0.661361E-10   0.203429E-07   0.661361E-10   0.425431E-09
  5530   0.432701E-01  -0.102503E-02   0.203298E-07  -0.102503E-02   0.131805E-02   0.661853E-10   0.203298E-07   0.661853E-10   0.425309E-09
  5531   0.431551E-01  -0.102483E-02   0.203167E-07  -0.102483E-02   0.131520E-02   0.662336E-10   0.203167E-07   0.662336E-10   0.425187E-09
  5532   0.430405E-01  -0.102462E-02   0.203037E-07  -0.102462E-02   0.131234E-02   0.662808E-10   0.203037E-07   0.662808E-10   0.425065E-09
  5533   0.429263E-01  -0.102439E-02   0.202906E-07  -0.102439E-02   0.130949E-02   0.663270E-10   0.202906E-07   0.663270E-10   0.424943E-09
  5534   0.428126E-01  -0.102414E-02   0.202776E-07  -0.102414E-02   0.130664E-02   0.663723E-10   0.202776E-07   0.663723E-10   0.424821E-09
  5535   0.426993E-01  -0.102388E-02   0.202647E-07  -0.102388E-02   0.130380E-02   0.664166E-10   0.202647E-07   0.664166E-10   0.424699E-09
  5536   0.425864E-01  -0.102360E-02   0.202517E-07  -0.102360E-02   0.130095E-02   0.664599E-10   0.202517E-07   0.664599E-10   0.424577E-09
